playerid,displayname,height,weight,dob,position,origin
2014725575,"Herbert, Louis",188.0,77.0,1994-06-27,Forward,GWV Rebels
2018722737,"Heron, Jacob",180.0,76.0,1999-12-10,Forward,Gold Coast Suns Academy
2023725664,"Hewett, Elijah",186.0,86.0,2004-05-27,"Midfield, Forward",Swan Districts
2016726232,"Hewett, George",187.0,84.0,1995-12-29,"Defender, Midfield",North Adelaide
2011723717,"Hibberd, Michael",186.0,90.0,1990-01-03,Defender,Frankston FC
2017726713,"Hibberd, Mitchell",190.0,87.0,1996-09-23,Midfield,Clarence
2011729980,"Hickey, Tom",201.0,96.0,1991-03-06,Ruck,Morningside
2018729702,"Higgins, Jack",177.0,78.0,1999-03-19,Forward,Oakleigh Chargers
2006722851,"Higgins, Shaun",184.0,89.0,1988-03-04,"Midfield, Forward",Geelong Falcons
2021726276,"Highmore, Tom",192.0,89.0,1998-02-24,Defender,South Adelaide
2019723393,"Hill, Bobby",175.0,66.0,2000-02-09,Forward,Perth
2012727078,"Hill, Bradley",179.0,79.0,1993-07-09,"Defender, Midfield",West Perth
2007723471,"Hill, Josh",186.0,85.0,1989-01-19,Forward,Claremont
2009726782,"Hill, Stephen",183.0,82.0,1990-05-01,Defender,West Perth
2001722269,"Hille, David",202.0,108.0,1981-06-02,"Forward, Ruck",Dandenong Stingrays
2018722651,"Himmelberg, Elliott",198.0,94.0,1998-06-04,Forward,Redlands
2016723009,"Himmelberg, Harry",194.0,92.0,1996-05-08,Forward,Mangoplah Cookardinia United Eastlakes
2019726583,"Hind, Nick",180.0,71.0,1994-08-19,Forward,Essendon
2011723312,"Hine, Taylor",184.0,75.0,1992-01-24,Defender,Rupertswood FC
2019722465,"Hinge, Mitch",190.0,84.0,1998-06-26,Midfield,Glenelg
2016727589,"Hipwood, Eric",204.0,90.0,1997-09-13,Forward,Aspley
2016729317,"Hiscox, Jack",184.0,74.0,1995-03-23,"Midfield, Forward",Sydney Uni
2010725040,"Hitchcock, Cameron",176.0,73.0,1990-07-03,Forward,Glenelg
2022728364,"Hobbs, Ben",183.0,79.0,2003-09-16,Midfield,GWV Rebels
2007725691,"Hocking, Heath",184.0,87.0,1987-12-27,Midfield,East Ringwood
2002729746,"Hodge, Luke",185.0,92.0,1984-06-15,Defender,Geelong Falcons
2015723350,"Hogan, Jesse",195.0,100.0,1995-02-12,Forward,Claremont
2022721303,"Hollands, Elijah",189.0,86.0,2002-04-25,Midfield,Murray Bushrangers
2023726081,"Hollands, Oliver",184.0,72.0,2004-01-16,Midfield,Murray Bushrangers
2014721524,"Holman, Nick",189.0,87.0,1995-05-29,Forward,Central District
2015722491,"Holmes, Jason",203.0,105.0,1989-10-28,Ruck,United States
2021723612,"Holmes, Max",189.0,74.0,2002-08-29,"Midfield, Forward",Sandringham Dragons
2012723748,"Hombsch, Jack",194.0,89.0,1993-03-07,Defender,Roxby Downs
2020723773,"Honey, Josh",184.0,79.0,2001-10-17,"Midfield, Forward",Western Jets
2014723568,"Honeychurch, Mitch",175.0,70.0,1995-03-02,Forward,Eastern Ranges
2008723099,"Hooker, Cale",198.0,103.0,1988-10-13,"Defender, Forward",East Fremantle
2010726025,"Hooper, Andrew",172.0,82.0,1991-01-18,Forward,GWV Rebels
2016727433,"Hopper, Jacob",187.0,87.0,1997-02-06,Midfield,GWV Rebels
2019724353,"Hore, Marty",190.0,84.0,1996-03-05,Defender,Collingwood
2012725993,"Horlin-Smith, George",188.0,84.0,1992-12-22,"Defender, Midfield",Oakleigh Chargers
2022727815,"Horne-Francis, Jason",185.0,81.0,2003-06-21,Midfield,South Adelaide
2012729082,"Horsley, Kyal",182.0,88.0,1987-09-02,Midfield,-
2020727912,"Hosie, Lachlan",180.0,78.0,1997-02-25,Forward,Glenelg
2012724284,"Hoskin-Elliott, Will",186.0,82.0,1993-09-02,Forward,Western Jets
2022726016,"Hough, Brady",189.0,71.0,2003-03-05,Defender,Peel Thunder
2007727197,"Houli, Bachar",180.0,83.0,1988-05-12,Defender,Western Jets
2017722204,"Houston, Dan",186.0,83.0,1997-05-12,"Defender, Midfield",Oakleigh Chargers
2011723193,"Howard, Christian",184.0,81.0,1991-03-19,Defender,Glenelg
2016728510,"Howard, Dougal",199.0,92.0,1996-03-25,Defender,Murray Bushrangers
2015729666,"Howe, Daniel",191.0,87.0,1995-12-04,"Defender, Midfield",Murray Bushrangers
2011725789,"Howe, Jeremy",190.0,86.0,1990-06-29,Defender,Hobart
2010723845,"Howlett, Ben",180.0,75.0,1988-10-21,"Midfield, Forward",Peel Thunder
2013727716,"Hrovat, Nathan",175.0,78.0,1994-06-07,Forward,Northern Knights
2004721793,"Hudson, Ben",196.0,105.0,1979-02-24,Ruck,Werribee
2015723338,"Hughes, Ethan",188.0,89.0,1994-12-07,Defender,Swan Districts
2023728211,"Humphrey, Bailey",186.0,86.0,2004-09-11,Forward,Gippsland Power
2016725603,"Hunt, Jayden",187.0,82.0,1995-04-03,"Defender, Forward",Brighton Grammar
2001729317,"Hunt, Josh",184.0,102.0,1982-03-14,Defender,Bendigo Pioneers
2011724495,"Hunt, Karmichael",186.0,92.0,1986-11-17,Midfield,Brisbane Broncos
2010723176,"Hunt, Taylor",184.0,80.0,1990-11-05,Defender,Sandringham Dragons
2013723481,"Hunter, Lachie",183.0,82.0,1994-12-13,"Midfield, Forward",Western Jets
2021729078,"Hunter, Paul",200.0,104.0,1993-02-09,Ruck,Redland
2009727654,"Hurley, Michael",192.0,94.0,1990-06-01,Defender,Northern Knights
2006724485,"Hurn, Shannon",187.0,95.0,1987-09-04,Defender,Central District
2023727997,"Hustwaite, Henry",195.0,84.0,2004-07-20,Midfield,Dandenong Stingrays
2020724875,"Hutchesson, Tom",177.0,75.0,1995-04-04,"Midfield, Forward",Adelaide Football Club
2013728891,"Hutchings, Mark",182.0,83.0,1991-05-25,"Midfield, Forward",East Perth
2011724392,"Hutchins, Jack",191.0,92.0,1992-02-20,Defender,Sandringham Dragons
2007734931,"Ibbotson, Garrick",186.0,84.0,1988-03-15,Defender,East Fremantle
2019735732,"Idun, Connor",191.0,91.0,2000-07-29,Defender,Geelong Falcons
2006735610,"Iles, Sam",183.0,76.0,1987-06-19,Midfield,Tasmania Devils
2014738925,"Impey, Jarman",178.0,82.0,1995-07-09,"Defender, Forward",Murray Bushrangers
2013742144,"Jack, Brandon",182.0,80.0,1994-05-25,"Midfield, Forward",Pennant Hills
2007746814,"Jack, Kieren",178.0,81.0,1987-06-28,"Midfield, Forward",NSW-ACT Rams
2004747957,"Jackson, Daniel",188.0,91.0,1986-04-25,Midfield,Oakleigh Chargers
2020747780,"Jackson, Luke",198.0,84.0,2001-09-29,Ruck,East Fremantle
2011747373,"Jacobs, Ben",185.0,85.0,1992-01-09,Midfield,Sandringham Dragons
2009748959,"Jacobs, Sam",200.0,102.0,1988-04-10,Ruck,Woodville-West Torrens
2010744089,"Jaensch, Matthew",180.0,82.0,1989-09-18,Defender,Sturt
2013741198,"Jaksch, Kristian",196.0,90.0,1994-10-07,"Defender, Forward",Oakleigh Chargers
2003742162,"Jamar, Mark",198.0,101.0,1983-08-09,Ruck,North Adelaide
2022748655,"Jamieson, Callum",200.0,94.0,2000-07-31,Forward,Claremont
2007743432,"Jamison, Michael",193.0,97.0,1986-06-11,Defender,GWV Rebels
2016747613,"Jansen, Jarrad",192.0,94.0,1995-05-02,"Midfield, Forward",East Fremantle
2020749465,"Jarvis, Ben",189.0,65.0,2000-07-27,Defender,Norwood
2021743503,"Jeffrey, Joel",192.0,78.0,2002-03-12,Defender,Gold Coast Suns Academy
2021743898,"Jeka, Emerson",197.0,87.0,2001-09-18,Forward,Western Jets
2012743763,"Jenkins, Josh",200.0,108.0,1989-02-08,Forward,Frankston FC
2007745836,"Jetta, Leroy",177.0,75.0,1988-07-06,Forward,South Fremantle
2010743044,"Jetta, Lewis",182.0,80.0,1989-05-04,Defender,Swan Districts
2009746213,"Jetta, Neville",180.0,83.0,1990-02-12,Defender,Melbourne
2019749505,"Jiath, Changkuoth",185.0,74.0,1999-06-13,Defender,Ethiopia
2012749203,"Johannisen, Jason",180.0,82.0,1992-11-08,"Defender, Forward",East Fremantle
2002744632,"Johncock, Graham",178.0,87.0,1982-10-21,"Defender, Forward",Port Adelaide
2017743742,"Johnson, Aidyn",185.0,81.0,1997-10-31,Forward,Bendigo Pioneers
2011747073,"Johnson, Alex",193.0,91.0,1992-03-02,Defender,Oakleigh Chargers
2022747585,"Johnson, Ash",193.0,87.0,1997-10-06,Forward,Sturt
2000741966,"Johnson, Ben",183.0,84.0,1981-04-05,Midfield,St Marys
2014746616,"Johnson, Blaine",186.0,84.0,1995-07-28,Forward,South Fremantle
2023746838,"Johnson, Matthew",193.0,84.0,2003-03-16,Midfield,Subiaco
2005742792,"Johnson, Michael",195.0,92.0,1984-10-20,Defender,Melville
2002743458,"Johnson, Steve",189.0,95.0,1983-07-04,Forward,Murray Bushrangers
2011744071,"Johnston, Lewis",193.0,91.0,1991-03-03,Forward,North Adelaide
2023745424,"Johnston, Lloyd",184.0,76.0,2004-09-21,Defender,NT Thunder
2019742146,"Jok, Tom",190.0,74.0,1997-01-01,Midfield,Collingwood
2001745717,"Jolly, Darren",200.0,108.0,1981-11-06,Ruck,GWV Rebels
2011746753,"Jonas, Tom",188.0,89.0,1991-01-09,Defender,Norwood
2023748190,"Jones, Arthur",180.0,71.0,2003-07-18,Forward,Claremont
2019748529,"Jones, Chayce",180.0,77.0,2000-01-14,Forward,Launceston
2007745322,"Jones, Clinton",183.0,83.0,1984-02-02,Midfield,South Fremantle
2020741124,"Jones, Harry",185.0,80.0,1999-03-15,Midfield,Wodonga
2021741376,"Jones, Harry",194.0,75.0,2001-02-25,Forward,Calder Cannons
2018744900,"Jones, Jamaine",180.0,81.0,1998-09-29,Forward,GWV Rebels
2021744647,"Jones, Lachie",188.0,88.0,2002-04-09,Defender,-
2010741553,"Jones, Liam",199.0,97.0,1991-02-24,Defender,Scotch College
2013746965,"Jones, Matt",188.0,81.0,1987-10-18,Forward,Box Hill Hawks
2006749514,"Jones, Nathan",180.0,87.0,1988-01-20,"Midfield, Forward",Dandenong Stingrays
2018744038,"Jones, Scott",203.0,115.0,1995-05-20,"Forward, Ruck",East Perth
2014745540,"Jones, Zak",181.0,80.0,1995-03-15,Midfield,Dandenong Stingrays
2012745000,"Jong, Lin",188.0,88.0,1993-06-04,"Midfield, Forward",Oakleigh Chargers
2021745011,"Jordon, James",186.0,80.0,2000-12-20,Midfield,Oakleigh Chargers
2009743268,"Joseph, Aaron",180.0,78.0,1989-07-04,Defender,Tasmania Devils
2018741884,"Joyce, Darragh",195.0,90.0,1997-04-23,Defender,Kilkenny
2016746929,"Joyce, Jesse",191.0,84.0,1997-08-17,Defender,Palm Beach Currumbin Afc
2002749381,"Judd, Chris",189.0,88.0,1983-09-08,Midfield,Sandringham Dragons
2009744104,"Jurrah, Liam",188.0,86.0,1988-09-22,Forward,Yuendumu Magpies
2011758466,"Karnezis, Patrick",191.0,88.0,1992-04-23,Forward,Oakleigh Chargers
2016753899,"Karpany, Malcolm",176.0,73.0,1995-06-01,Forward,Woodville-West Torrens
2012754326,"Kavanagh, Elliott",185.0,75.0,1993-05-19,Midfield,Western Jets
2020753798,"Keane, Mark",194.0,92.0,2000-03-17,Defender,Unknown
2017759851,"Keath, Alex",197.0,93.0,1992-01-20,Defender,Murray Bushrangers
2016755444,"Keays, Ben",185.0,89.0,1997-02-23,Forward,Brisbane Lions
2011752234,"Keeffe, Lachlan",204.0,102.0,1990-04-14,Defender,Queensland Under 18s
2019754525,"Keilty, Declan",194.0,94.0,1995-05-08,Defender,Casey Demons
2015754078,"Kelly, Jake",190.0,89.0,1995-01-21,Defender,Oakleigh Chargers
2002755178,"Kelly, James",183.0,85.0,1983-12-29,"Defender, Midfield",Calder Cannons
2014752713,"Kelly, Josh",184.0,83.0,1995-02-12,"Midfield, Forward",Sandringham Dragons
2018758572,"Kelly, Tim",182.0,81.0,1994-07-26,Midfield,South Fremantle
2020753223,"Kelly, Will",194.0,84.0,2000-08-16,Forward,Oakleigh Chargers
2021756692,"Kemp, Brodie",192.0,82.0,2001-05-01,Midfield,Bendigo Pioneers
2014755458,"Kennedy Harris, Jay",173.0,68.0,1995-03-21,Midfield,Oakleigh Chargers
2012758114,"Kennedy, Adam",182.0,80.0,1992-07-12,Midfield,Western Jets
2013759576,"Kennedy, Ben",175.0,76.0,1994-03-03,Forward,Glenelg
2006757023,"Kennedy, Josh",196.0,102.0,1987-08-25,Forward,East Fremantle
2008757561,"Kennedy, Josh",189.0,97.0,1988-06-20,Midfield,Sandringham Dragons
2016756448,"Kennedy, Matthew",188.0,89.0,1997-04-06,Forward,Collingullie Ashmont Kapooka
2013759685,"Kent, Dean",180.0,85.0,1994-02-24,Forward,Perth
2001755665,"Kerr, Daniel",178.0,80.0,1983-05-16,Midfield,East Fremantle
2018754945,"Kerr, Pat",194.0,94.0,1998-07-31,Forward,Oakleigh Chargers
2012751590,"Kerridge, Sam",188.0,86.0,1993-04-26,Midfield,Bendigo Pioneers
2014757844,"Kersten, Shane",191.0,90.0,1993-03-15,Defender,South Fremantle
2021753591,"Khamis, Buku",189.0,82.0,2000-03-24,Defender,Western Jets
2019755490,"King, Ben",202.0,87.0,2000-07-07,Forward,Sandringham Dragons
2007752894,"King, Jake",178.0,82.0,1984-03-26,Forward,Coburg Lions
2020755397,"King, Max",202.0,90.0,2000-07-07,Forward,Sandringham Dragons
2017751175,"Kirby, Kayle",182.0,89.0,1998-10-26,Forward,Bendigo Pioneers
2022753480,"Knevitt, Mitch",193.0,84.0,2003-01-08,Midfield,Geelong Falcons
2015753305,"Knight, Riley",181.0,80.0,1995-03-27,Forward,Woodville-West Torrens
2005755125,"Knights, Chris",184.0,84.0,1986-09-25,Forward,Eastern Ranges
2015755425,"Kolodjashnij, Jake",193.0,94.0,1995-08-09,Defender,Launceston
2014753810,"Kolodjashnij, Kade",190.0,85.0,1995-08-09,Midfield,Launceston
2013755643,"Kommer, Nick",185.0,78.0,1990-09-28,Forward,East Perth
2021759277,"Koschitzke, Jacob",196.0,94.0,2000-07-11,"Defender, Forward",Albury
2001755145,"Koschitzke, Justin",197.0,94.0,1982-09-20,Forward,Murray Bushrangers
2001758724,"Krakouer, Andrew",176.0,76.0,1983-02-04,Forward,South Fremantle
2007756618,"Krakouer, Nathan",182.0,78.0,1988-05-05,Defender,Claremont
2021754613,"Kreuger, Nathan",196.0,88.0,1999-06-25,Forward,South Adelaide
2008759130,"Kreuzer, Matthew",200.0,101.0,1989-05-13,Ruck,Northern Knights
2019763449,"Ladhams, Peter",202.0,95.0,1998-01-14,"Forward, Ruck",Norwood
2009765343,"Laidler, Jeremy",190.0,91.0,1989-08-05,Defender,Calder Cannons
2013762245,"Laird, Rory",177.0,81.0,1993-12-29,Defender,West Adelaide
2002767704,"Lake, Brian",195.0,98.0,1982-02-27,Defender,Woodville-West Torrens
2013764158,"Lamb, Jed",181.0,83.0,1992-10-19,Forward,Gippsland Power
2015763666,"Lamb, Tom",193.0,82.0,1996-10-19,Forward,Dandenong Stingrays
2015766910,"Lambert, Kane",178.0,77.0,1991-11-26,Forward,Williamstown
2014769437,"Lang, Darcy",183.0,81.0,1995-11-21,Forward,Geelong Falcons
2015765853,"Langdon, Ed",182.0,78.0,1996-02-01,Midfield,Sandringham Dragons
2014767136,"Langdon, Tom",190.0,85.0,1994-06-09,Defender,Sandringham Dragons
2018762677,"Langdon, Zac",177.0,81.0,1995-11-13,Forward,Claremont
2015769089,"Langford, Kyle",191.0,87.0,1996-12-01,"Midfield, Forward",Northern Knights
2013762405,"Langford, Will",187.0,83.0,1992-07-03,"Midfield, Forward",Easts Fc Sydney
2019769044,"Langlands, Doulton",187.0,83.0,1999-07-29,Midfield,Murray Bushrangers
2017767879,"Larkey, Nick",198.0,93.0,1998-06-06,Forward,Oakleigh Chargers
2023764351,"Laurie, Bailey",179.0,79.0,2002-03-24,Forward,Oakleigh Chargers
2015764273,"Laverde, Jayden",191.0,91.0,1996-04-12,"Defender, Forward",Western Jets
2021768073,"Lazzaro, Charlie",179.0,73.0,2002-03-25,"Midfield, Forward",Geelong Falcons
2005767865,"LeCras, Mark",184.0,82.0,1986-08-30,Forward,West Perth
2011769646,"Ledger, Tom",178.0,76.0,1992-03-17,Midfield,Claremont
2012765975,"Lee, Brendan",181.0,78.0,1987-09-09,Midfield,East Perth
2013769068,"Lee, Tom",194.0,91.0,1991-01-02,Defender,Claremont
2014766983,"Lemmens, Sean",184.0,84.0,1994-11-02,"Defender, Forward",Port Adelaide
2014765217,"Lennon, Ben",188.0,84.0,1995-07-05,Forward,Northern Knights
2014768460,"Leslie, Jack",197.0,98.0,1995-04-27,Defender,Gippsland Power
2011768267,"Lester, Ryan",192.0,85.0,1992-08-26,Defender,Oakleigh Chargers
2007764226,"Leuenberger, Matthew",203.0,103.0,1988-06-07,Ruck,East Perth
2015761111,"Lever, Jake",195.0,91.0,1996-03-05,Defender,Calder Cannons
2005763817,"Lewis, Jordan",186.0,86.0,1986-04-24,"Defender, Midfield",Geelong Falcons
2018768364,"Lewis, Mitch",198.0,92.0,1998-10-14,Forward,Calder Cannons
2011766698,"Liberatore, Tom",183.0,83.0,1992-05-16,Midfield,Calder Cannons
2018764219,"Lienert, Jarrod",195.0,88.0,1994-08-05,Defender,Sturt
2020762867,"Ling, Matt",184.0,79.0,1999-04-21,Defender,Geelong Falcons
2017765014,"Lipinski, Patrick",187.0,84.0,1998-07-17,Midfield,Northern Knights
2011767450,"Lisle, Jordan",196.0,95.0,1990-07-12,Forward,Oakleigh Chargers
2017765543,"Lloyd, Daniel",187.0,85.0,1992-02-18,Forward,Killarney Vale
2014767931,"Lloyd, Jake",181.0,79.0,1993-09-20,Defender,GWV Rebels
2014769049,"Lloyd, Sam",180.0,81.0,1990-03-03,Forward,Frankston FC
2014767105,"Lobb, Rory",206.0,106.0,1993-02-09,"Forward, Ruck",Swan Districts
2010768693,"Lobbe, Matthew",200.0,97.0,1989-02-12,Ruck,Eastern Ranges
2019764880,"Lockhart, Jay",177.0,75.0,1996-02-03,Forward,Casey Demons
2005762612,"Logan, Tom",183.0,83.0,1985-07-02,Defender,Waratahs
2017763635,"Logue, Griffin",193.0,101.0,1998-04-13,Defender,Swan Districts
2022763202,"Lohmann, Kai",185.0,77.0,2003-05-06,Forward,GWV Rebels
2013763446,"Lonergan, Jesse",184.0,91.0,1994-11-14,Midfield,Launceston
2006766646,"Lonergan, Sam",182.0,81.0,1987-03-26,Midfield,Lauderdale
2005764453,"Lonergan, Tom",197.0,95.0,1984-05-17,Defender,Calder Cannons
2017766216,"Long, Ben",184.0,79.0,1997-08-21,Defender,NT Thunder
2016766324,"Long, Jake",186.0,75.0,1996-02-03,Midfield,St Marys
2022761008,"Long, Ned",194.0,92.0,2003-02-05,Midfield,Northern Knights
2023763555,"Long, Noah",179.0,78.0,2004-08-23,Forward,Bendigo Pioneers
2012768161,"Longer, Billy",202.0,105.0,1993-05-12,Ruck,Northern Knights
2015767957,"Lonie, Jack",175.0,70.0,1996-08-13,Forward,Dandenong Stingrays
2022762756,"Lord, Alastair",181.0,75.0,2003-11-26,Defender,Norwood
2023763499,"Lord, Ollie",197.0,92.0,2002-01-02,Forward,Sandringham Dragons
2016769324,"Lovell, Kieran",174.0,80.0,1997-05-16,Midfield,Kingborough
2004766827,"Lovett-Murray, Nathan",190.0,87.0,1982-11-18,Midfield,Northern Knights
2014762021,"Lowden, Luke",206.0,103.0,1991-02-22,"Forward, Ruck",Sandringham Dragons
2006762818,"Lower, Nick",189.0,83.0,1987-06-23,Midfield,Norwood
2010761539,"Lucas, Kane",188.0,79.0,1991-06-26,Midfield,East Fremantle
2019762758,"Lukosius, Jack",195.0,83.0,2000-08-09,"Defender, Forward",Woodville-West Torrens
2005769839,"Lumumba, Heritier",188.0,91.0,1986-11-15,Defender,Claremont
2015761767,"Luxford, Michael",186.0,92.0,1995-02-23,Forward,Big V Basketball
2011765875,"Lycett, Scott",203.0,98.0,1992-09-26,Ruck,Port Adelaide
2018764637,"Lynch, Brad",187.0,79.0,1997-07-11,Defender,Swan Districts
2020769362,"Lynch, Max",200.0,99.0,1998-09-12,Ruck,Murray Bushrangers
2002761398,"Lynch, Quinten",192.0,103.0,1983-01-24,Forward,West Perth
2010763943,"Lynch, Tom",193.0,88.0,1990-09-15,Forward,Sandringham Dragons
2011769877,"Lynch, Tom",199.0,99.0,1992-10-31,Forward,Dandenong Stingrays
2012767797,"Lyons, Jarryd",184.0,84.0,1992-07-22,Midfield,Sandringham Dragons
2009775586,"Macaffer, Brent",187.0,90.0,1988-02-29,Midfield,Gippsland Power
2023771999,"Macdonald, Bailey",182.0,74.0,2004-08-04,Defender,Oakleigh Chargers
2022779148,"Macdonald, Connor",184.0,77.0,2003-01-13,Forward,Dandenong Stingrays
2004771275,"Macdonald, Joel",188.0,88.0,1984-10-10,Defender,Mt Gravatt
2008774238,"Mackay, David",181.0,78.0,1988-07-25,"Defender, Midfield",Oakleigh Chargers
2023775518,"Mackenzie, Cam",188.0,82.0,2004-01-21,Forward,Sandringham Dragons
2007772585,"Mackenzie, Eric",197.0,100.0,1988-05-19,Defender,Claremont
2004773563,"Mackie, Andrew",193.0,82.0,1984-08-07,Defender,Glenelg
2010773291,"Macmillan, Jamie",188.0,89.0,1991-09-23,Defender,Oakleigh Chargers
2016775553,"Macpherson, Darcy",174.0,78.0,1997-10-29,Forward,Northern Knights
2021775741,"Macrae, Finlay",186.0,78.0,2002-03-13,"Midfield, Forward",Oakleigh Chargers
2013773561,"Macrae, Jack",191.0,85.0,1994-08-03,Midfield,Oakleigh Chargers
2017773487,"Macreadie, Harrison",196.0,89.0,1998-04-11,Defender,Henty
2021778288,"Madden, James",186.0,85.0,1999-11-15,"Defender, Forward",Dublin
2018779988,"Madgen, Jack",192.0,98.0,1993-04-25,Defender,Mount Gambier
2011774180,"Magin, Alik",181.0,72.0,1991-04-13,Forward,Nambour
2020773698,"Maginness, Finn",187.0,80.0,2001-02-23,Midfield,Sandringham Dragons
2012774323,"Magner, James",178.0,82.0,1987-08-12,Midfield,Frankston FC
2002778334,"Maguire, Matt",192.0,101.0,1984-05-30,Defender,Geelong Falcons
2020773938,"Mahony, Jack",176.0,70.0,2001-11-12,"Midfield, Forward",Sandringham Dragons
2008779414,"Maister, Beau",194.0,98.0,1986-03-20,Forward,Claremont
2005779565,"Malceski, Nick",189.0,86.0,1984-08-15,Defender,Eastern Ranges
2021772303,"Mansell, Rhyan",180.0,70.0,2000-06-04,Defender,Woodville-West Torrens
2015774820,"Marchbank, Caleb",193.0,90.0,1996-12-07,Defender,Murray Bushrangers
2016774584,"Marcon, Adam",180.0,80.0,1992-07-28,Midfield,Williamstown
2008775055,"Maric, Addam",176.0,76.0,1990-04-18,Forward,Calder Cannons
2006775039,"Maric, Ivan",200.0,102.0,1986-01-04,Ruck,Calder Cannons
2023776058,"Maric, Ryan",196.0,93.0,2004-09-06,Forward,Gippsland Power
2016772457,"Markov, Oleg",188.0,82.0,1996-05-08,Defender,North Adelaide
2011772281,"Markovic, Lukas",193.0,95.0,1987-01-05,Defender,Eastern Ranges
2016778822,"Marsh, Harrison",188.0,86.0,1994-01-13,Defender,East Fremantle
2015776308,"Marsh, Jonathon",193.0,87.0,1995-10-17,Defender,East Fremantle
2017772591,"Marshall, Rowan",201.0,104.0,1995-11-24,"Forward, Ruck",GWV Rebels
2017771202,"Marshall, Todd",198.0,87.0,1998-10-08,Forward,Murray Bushrangers
2009775114,"Martin, Brodie",180.0,82.0,1988-11-06,"Midfield, Forward",Sturt
2010771114,"Martin, Dustin",187.0,93.0,1991-06-26,"Midfield, Forward",Bendigo Pioneers
2014777536,"Martin, Jack",186.0,83.0,1995-01-29,Forward,Geraldton
2013776772,"Martin, Kyle",178.0,77.0,1990-09-17,Midfield,Frankston FC
2022771801,"Martin, Nic",190.0,86.0,2001-04-03,Midfield,Colts
2008772670,"Martin, Stefan",199.0,104.0,1986-11-17,Ruck,Sandringham
2021778106,"Martyn, Will",186.0,82.0,2001-03-29,Midfield,Brisbane Lions Academy
2008773494,"Masten, Chris",180.0,78.0,1989-05-02,Midfield,East Fremantle
2011775065,"Matera, Brandon",173.0,74.0,1992-03-11,Forward,South Fremantle
2016773696,"Mathieson, Rhys",188.0,87.0,1997-01-10,"Midfield, Forward",Geelong Falcons
2002774605,"Mattner, Martin",189.0,86.0,1982-08-06,Defender,Sturt
2004772199,"Maxwell, Nick",193.0,93.0,1983-06-03,Defender,Geelong Falcons
2011771473,"May, Steven",193.0,100.0,1992-01-10,Defender,Southern Districts
2013773131,"Mayes, Sam",189.0,88.0,1994-05-20,Midfield,North Adelaide
2015777207,"Maynard, Brayden",189.0,90.0,1996-09-20,Defender,Sandringham Dragons
2017778711,"Maynard, Corey",185.0,89.0,1991-10-07,Midfield,Bryant University
2008777521,"Mayne, Chris",188.0,84.0,1988-11-02,"Defender, Midfield",Perth
2020773834,"McAdam, Shane",181.0,78.0,1995-05-28,Forward,Sturt
2023779594,"McAndrew, Lachlan",209.0,101.0,2000-05-26,Ruck,Sydney Swans
2020772746,"McAsey, Fischer",197.0,91.0,2001-03-08,Defender,Sandringham Dragons
2015771473,"McBean, Liam",202.0,93.0,1994-08-25,Forward,Calder Cannons
2014774903,"McCarthy, Cam",192.0,92.0,1995-04-01,Forward,South Fremantle
2008779834,"McCarthy, John",189.0,82.0,1989-11-19,Midfield,Dandenong Stingrays
2012775679,"McCarthy, Lincoln",176.0,84.0,1993-10-22,Forward,Glenelg
2012777801,"McCarthy, Pat",196.0,84.0,1992-03-11,Defender,Glenelg
2015771167,"McCartin, Paddy",194.0,100.0,1996-04-19,Forward,Geelong Falcons
2018776402,"McCartin, Tom",193.0,89.0,1999-12-30,"Defender, Forward",Geelong Falcons
2011771867,"McCauley, Broc",202.0,98.0,1986-12-20,Ruck,Southport Sharks
2017777675,"McCluggage, Hugh",187.0,85.0,1998-03-03,Midfield,GWV Rebels
2022772357,"McComb, Robbie",181.0,82.0,1995-12-19,"Midfield, Forward",Footscray Bulldogs
2021778355,"McCreery, Beau",186.0,80.0,2001-04-19,Forward,South Adelaide
1997774920,"McDonald, James",180.0,75.0,1976-10-05,Midfield,GWV Rebels
2021775073,"McDonald, Logan",196.0,86.0,2002-04-04,Forward,Perth
2014771514,"McDonald, Luke",189.0,89.0,1995-02-09,"Defender, Midfield",Werribee
2015775369,"McDonald, Oscar",196.0,100.0,1996-03-18,Defender,GWV Rebels
2011779716,"McDonald, Tom",194.0,99.0,1992-09-18,Forward,GWV Rebels
2016777834,"McDonald-Tipungwuti, Anthony",171.0,77.0,1993-04-22,Forward,Gippsland Power
2013776806,"McDonough, Matt",180.0,82.0,1994-01-26,Defender,Woodville-West Torrens
2021779675,"McEntee, Jed",176.0,76.0,2001-02-15,Forward,Sturt
2008773550,"McEvoy, Ben",200.0,102.0,1989-07-11,"Defender, Ruck",Murray Bushrangers
2009774395,"McGinnity, Patrick",183.0,83.0,1989-02-18,Forward,Claremont
2006779437,"McGlynn, Ben",172.0,76.0,1985-08-06,Forward,Box Hill Hawks
2014774094,"McGovern, Jeremy",196.0,99.0,1992-04-15,Defender,Claremont
2016777178,"McGovern, Mitch",191.0,93.0,1994-10-11,Forward,Claremont
2017775567,"McGrath, Andrew",178.0,83.0,1998-06-02,Midfield,Sandringham Dragons
2001775390,"McGrath, Ashley",183.0,86.0,1983-05-20,Forward,South Fremantle
2015774272,"McGrath, Jaden",180.0,73.0,1996-06-15,"Defender, Forward",Bendigo Pioneers
2006778718,"McGuane, Luke",192.0,90.0,1987-02-12,Forward,Broadbeach
